Player,Pos,Age,Tm,G_p,MP_p,PER_p,TS%_p,3PAr_p,FTr_p,ORB%_p,DRB%_p,TRB%_p,AST%_p,STL%_p,BLK%_p,TOV%_p,USG%_p,OWS_p,DWS_p,WS_p,WS/48_p,OBPM_p,DBPM_p,BPM_p,VORP_p,Year,SeasonType,MPG_p
Myles Turner,C,22,IND,4,126,9.7,0.479,0.4,0.371,3.2,20.1,10.8,8.1,0.0,5.3,6.9,15.9,0.0,0.2,0.2,0.065,-3.2,0.9,-2.2,0.0,2019,Playoffs,31.5
Myles Turner,C,23,IND,4,146,18.6,0.617,0.318,0.364,8.6,26.3,17.2,3.5,0.7,11.1,15.0,18.9,0.1,0.2,0.3,0.084,0.4,1.4,1.8,0.1,2020,Playoffs,36.5
Naji Marshall,SF,24,NOP,6,56,15.0,0.765,0.0,0.4,5.9,6.8,6.3,13.0,0.9,1.5,20.3,11.3,0.1,0.0,0.1,0.113,1.4,1.6,3.0,0.1,2022,Playoffs,9.333333333333334
Naz Reid,C,22,MIN,5,54,11.2,0.598,0.412,0.412,4.4,23.4,14.4,0.0,0.9,9.5,19.9,19.9,0.0,0.1,0.1,0.051,-4.0,2.1,-1.9,0.0,2022,Playoffs,10.8
Nemanja Bjelica,C,33,GSW,15,150,11.4,0.58,0.235,0.206,4.6,18.2,11.6,15.3,1.3,1.3,15.9,12.9,0.2,0.2,0.3,0.107,-2.6,1.1,-1.5,0.0,2022,Playoffs,10.0
Nenê,C,36,HOU,7,53,30.9,0.967,0.0,0.9,19.8,10.3,14.9,9.8,2.8,3.5,17.7,14.1,0.3,0.1,0.4,0.374,7.0,4.0,11.0,0.2,2019,Playoffs,7.571428571428571
Nerlens Noel,C,24,OKC,5,60,15.9,0.575,0.0,0.1,19.6,14.7,17.2,0.0,1.6,4.2,19.3,18.4,0.0,0.1,0.1,0.066,-2.3,-0.4,-2.7,0.0,2019,Playoffs,12.0
Nerlens Noel,C,25,OKC,7,97,9.8,0.491,0.059,0.588,5.6,25.0,15.6,4.6,1.0,6.3,8.5,10.4,0.0,0.2,0.2,0.099,-3.4,1.7,-1.6,0.0,2020,Playoffs,13.857142857142858
Nerlens Noel,C,26,NYK,5,92,12.7,0.675,0.0,1.6,10.9,12.2,11.5,1.6,2.2,3.2,19.0,10.1,0.1,0.2,0.3,0.158,-3.6,3.1,-0.5,0.0,2021,Playoffs,18.4
Nic Claxton,C,21,BRK,12,130,13.5,0.495,0.0,0.103,12.4,15.5,14.0,7.4,1.5,8.3,11.7,12.0,0.1,0.3,0.4,0.136,-2.6,2.2,-0.4,0.1,2021,Playoffs,10.833333333333334
Nic Claxton,C,22,BRK,4,98,24.1,0.624,0.0,0.917,9.3,24.2,16.7,9.8,2.6,8.9,5.6,16.7,0.2,0.1,0.3,0.143,4.4,2.3,6.6,0.2,2022,Playoffs,24.5
Nic Claxton,C,23,BRK,4,117,18.5,0.714,0.0,0.4,5.0,26.1,15.7,9.2,0.5,5.5,9.3,13.6,0.3,0.2,0.4,0.172,0.9,2.5,3.5,0.2,2023,Playoffs,29.25
Nickeil Alexander-Walker,SG,24,MIN,5,148,7.7,0.578,0.714,0.086,0.8,7.3,3.9,7.1,1.0,0.6,9.9,12.6,0.0,0.0,0.0,0.011,-1.9,0.0,-1.9,0.0,2023,Playoffs,29.6
Nicolas Batum,SF,32,LAC,19,555,14.9,0.642,0.661,0.211,4.0,17.7,10.9,9.8,2.2,1.8,4.8,10.5,1.2,0.6,1.8,0.155,2.0,2.2,4.3,0.9,2021,Playoffs,29.210526315789473
Nicolas Batum,PF,34,LAC,5,92,7.9,0.579,0.895,0.0,1.2,13.4,6.9,8.5,1.1,1.7,9.5,9.6,0.1,0.0,0.1,0.028,-1.5,1.1,-0.4,0.0,2023,Playoffs,18.4
Nikola Jokić,C,23,DEN,14,557,29.6,0.596,0.215,0.299,10.0,24.5,17.2,37.1,1.5,1.8,10.9,26.5,2.4,0.6,3.0,0.263,8.3,3.3,11.6,1.9,2019,Playoffs,39.785714285714285
Nikola Jokić,C,24,DEN,19,694,24.8,0.614,0.286,0.23,6.4,25.5,16.0,28.6,1.5,2.1,14.1,28.9,1.9,0.6,2.5,0.172,6.1,1.3,7.4,1.7,2020,Playoffs,36.526315789473685
Nikola Jokić,C,25,DEN,10,345,29.6,0.591,0.232,0.241,11.3,28.0,19.0,27.7,0.9,2.5,8.7,34.8,1.2,0.1,1.3,0.181,8.8,0.2,9.0,0.9,2021,Playoffs,34.5
Nikola Jokić,C,26,DEN,5,171,33.1,0.643,0.17,0.311,11.9,36.6,23.9,36.5,2.3,3.1,16.6,36.8,0.6,0.1,0.7,0.202,8.1,2.5,10.7,0.6,2022,Playoffs,34.2
Nikola Jokić,C,27,DEN,20,789,31.2,0.631,0.184,0.336,10.6,28.4,19.8,41.0,1.4,2.2,12.8,31.1,3.7,1.3,5.0,0.305,9.1,3.7,12.8,3.0,2023,Playoffs,39.45
Nikola Mirotić,PF,27,MIL,14,298,12.0,0.514,0.65,0.239,5.9,14.0,10.1,5.0,1.6,0.9,9.8,20.6,0.0,0.5,0.6,0.089,-0.8,-0.1,-0.9,0.1,2019,Playoffs,21.285714285714285
Nikola Vučević,C,28,ORL,5,147,10.1,0.436,0.224,0.241,6.2,24.8,14.8,19.3,0.7,3.2,16.8,23.2,-0.3,0.1,-0.2,-0.052,-1.9,0.4,-1.5,0.0,2019,Playoffs,29.4
Nikola Vučević,C,29,ORL,5,185,22.9,0.604,0.396,0.099,4.8,26.9,15.3,22.9,1.0,1.7,10.1,29.7,0.3,0.2,0.5,0.126,6.2,1.1,7.3,0.4,2020,Playoffs,37.0
Nikola Vučević,C,31,CHI,5,181,17.6,0.52,0.462,0.055,7.2,28.9,17.2,16.5,0.5,3.2,7.9,24.5,0.0,0.3,0.3,0.075,3.0,1.0,4.0,0.3,2022,Playoffs,36.2
Norman Powell,SG,25,TOR,23,366,12.2,0.558,0.492,0.151,1.5,13.9,7.7,11.4,1.2,0.0,8.2,18.1,0.3,0.5,0.8,0.1,-0.4,0.8,0.4,0.2,2019,Playoffs,15.91304347826087
Norman Powell,SG,26,TOR,11,273,14.5,0.629,0.5,0.279,1.5,8.9,5.1,6.6,1.1,1.2,8.6,20.6,0.4,0.4,0.8,0.136,1.0,0.5,1.5,0.2,2020,Playoffs,24.818181818181817
Norman Powell,SF,27,POR,6,216,14.3,0.608,0.342,0.237,1.6,5.2,3.5,8.3,1.2,2.6,7.7,19.0,0.3,0.0,0.3,0.064,0.4,-0.7,-0.3,0.1,2021,Playoffs,36.0
Norman Powell,SG,29,LAC,5,167,17.6,0.608,0.421,0.408,2.6,8.1,5.2,10.4,1.2,0.9,8.2,24.6,0.4,-0.1,0.3,0.093,2.0,-0.8,1.2,0.1,2023,Playoffs,33.4
OG Anunoby,SF,22,TOR,11,393,11.5,0.573,0.466,0.318,7.0,14.0,10.4,4.7,1.4,3.5,13.8,13.1,0.2,0.7,0.9,0.116,-0.6,1.5,0.9,0.3,2020,Playoffs,35.72727272727273
OG Anunoby,SF,24,TOR,6,217,15.2,0.584,0.5,0.195,3.6,10.7,6.8,11.4,1.5,0.5,10.1,21.2,0.3,-0.1,0.2,0.051,1.2,-0.4,0.8,0.1,2022,Playoffs,36.166666666666664
Obi Toppin,PF,22,NYK,5,65,15.1,0.624,0.391,0.261,6.2,15.6,10.6,5.8,0.0,1.5,10.5,19.5,0.1,0.1,0.2,0.12,0.5,1.0,1.6,0.1,2021,Playoffs,13.0
Obi Toppin,PF,24,NYK,11,175,14.6,0.533,0.614,0.071,6.5,18.8,12.7,7.1,2.4,1.7,10.0,20.4,0.1,0.3,0.4,0.115,1.6,1.6,3.2,0.2,2023,Playoffs,15.909090909090908
Omer Yurtseven,C,23,MIA,9,38,25.8,0.647,0.111,0.167,3.0,19.3,10.8,16.6,0.0,2.9,0.0,22.6,0.1,0.0,0.2,0.228,5.1,2.8,8.0,0.1,2022,Playoffs,4.222222222222222
Onyeka Okongwu,C,20,ATL,18,166,15.8,0.596,0.032,0.677,13.9,17.6,15.8,1.7,1.5,6.7,9.0,11.8,0.3,0.3,0.6,0.178,-1.1,1.4,0.3,0.1,2021,Playoffs,9.222222222222221
Onyeka Okongwu,C,21,ATL,5,108,12.7,0.637,0.0,0.625,12.1,18.2,15.1,2.9,1.9,3.8,16.4,10.4,0.2,0.1,0.3,0.126,-2.2,0.7,-1.5,0.0,2022,Playoffs,21.6
Onyeka Okongwu,C,22,ATL,6,131,14.0,0.612,0.04,0.4,14.4,17.3,15.7,6.7,0.7,5.7,19.2,11.4,0.2,0.0,0.2,0.084,-2.0,0.1,-1.9,0.0,2023,Playoffs,21.833333333333332
Otto Porter Jr.,PF,28,GSW,19,371,13.0,0.63,0.61,0.117,3.7,15.6,9.8,12.1,2.3,1.6,12.9,11.0,0.6,0.5,1.0,0.135,0.1,2.6,2.7,0.4,2022,Playoffs,19.526315789473685
P.J. Tucker,PF,33,HOU,11,426,14.2,0.637,0.648,0.261,5.2,16.2,10.8,6.6,2.2,1.7,7.5,10.9,0.9,0.6,1.5,0.167,1.8,2.7,4.5,0.7,2019,Playoffs,38.72727272727273
P.J. Tucker,PF,34,HOU,12,414,8.6,0.54,0.761,0.0,5.9,17.9,11.6,6.3,1.5,0.7,12.0,10.8,0.2,0.6,0.7,0.086,-1.8,0.7,-1.2,0.1,2020,Playoffs,34.5
P.J. Tucker,PF,35,MIL,23,681,6.8,0.491,0.602,0.041,7.4,10.1,8.7,4.5,1.6,0.4,9.1,6.9,0.4,1.0,1.4,0.101,-3.4,1.7,-1.7,0.0,2021,Playoffs,29.608695652173914
P.J. Tucker,PF,36,MIA,18,509,12.9,0.612,0.468,0.147,7.8,16.1,11.8,9.2,1.4,1.1,10.1,11.3,0.9,0.7,1.6,0.149,0.4,1.8,2.2,0.5,2022,Playoffs,28.27777777777778
P.J. Tucker,PF,37,PHI,11,294,9.5,0.516,0.784,0.059,7.0,13.0,9.9,7.8,2.3,1.1,8.7,9.0,0.2,0.3,0.6,0.092,-1.1,2.1,1.0,0.2,2023,Playoffs,26.727272727272727
PJ Dozier,SG,23,DEN,12,125,7.3,0.485,0.242,0.424,1.9,15.1,8.6,13.9,0.8,1.6,17.0,17.2,-0.1,0.0,0.0,-0.019,-3.9,-1.4,-5.3,-0.1,2020,Playoffs,10.416666666666666
Pascal Siakam,PF,24,TOR,24,891,17.2,0.54,0.272,0.227,5.0,16.2,10.6,12.9,1.4,1.9,7.3,23.1,1.1,1.4,2.4,0.132,1.8,0.8,2.6,1.0,2019,Playoffs,37.125
Pascal Siakam,PF,25,TOR,11,418,11.0,0.462,0.291,0.253,3.5,18.2,10.7,16.0,1.4,1.0,9.8,23.7,-0.4,0.7,0.4,0.04,-2.1,0.1,-2.0,0.0,2020,Playoffs,38.0
Pascal Siakam,PF,27,TOR,6,260,19.7,0.558,0.159,0.336,3.5,18.3,10.2,22.9,1.4,2.5,9.6,24.2,0.5,0.0,0.5,0.098,2.3,0.7,3.0,0.3,2022,Playoffs,43.333333333333336
Pat Connaughton,SG,26,MIL,15,324,13.7,0.577,0.545,0.104,3.2,24.8,14.4,9.2,0.9,3.6,9.0,11.7,0.3,0.7,1.0,0.148,0.3,2.7,3.0,0.4,2019,Playoffs,21.6
Pat Connaughton,SG,27,MIL,10,171,8.8,0.557,0.657,0.057,3.1,21.7,12.2,8.7,0.6,1.3,12.2,10.3,0.1,0.2,0.3,0.082,-1.6,1.3,-0.3,0.1,2020,Playoffs,17.1
Pat Connaughton,SG,28,MIL,23,546,11.2,0.633,0.798,0.109,5.6,14.4,9.9,4.8,0.9,1.0,8.8,10.7,0.8,0.8,1.6,0.143,-0.1,0.9,0.8,0.4,2021,Playoffs,23.73913043478261
Pat Connaughton,SF,29,MIL,12,318,12.2,0.632,0.727,0.057,1.0,14.9,8.2,5.2,0.8,1.3,7.2,13.2,0.4,0.6,1.0,0.144,1.0,1.2,2.2,0.3,2022,Playoffs,26.5
Pat Connaughton,SF,30,MIL,4,88,21.3,0.756,0.767,0.133,4.9,21.4,12.8,11.3,2.1,1.0,5.9,16.1,0.3,0.1,0.4,0.209,4.4,2.9,7.3,0.2,2023,Playoffs,22.0
Patrick Beverley,PG,30,LAC,6,195,13.7,0.584,0.638,0.17,4.3,24.3,13.7,19.7,1.4,2.6,16.5,12.7,0.2,0.0,0.2,0.058,0.9,1.4,2.3,0.2,2019,Playoffs,32.5
Patrick Beverley,PG,31,LAC,8,166,13.7,0.613,0.564,0.103,6.0,16.3,11.1,15.8,2.4,1.7,14.7,12.6,0.3,0.2,0.5,0.146,-1.1,3.6,2.5,0.2,2020,Playoffs,20.75
Patrick Beverley,PG,32,LAC,17,323,12.0,0.56,0.544,0.206,4.0,10.6,7.3,10.3,1.9,3.6,5.1,11.3,0.5,0.3,0.8,0.116,-0.4,1.9,1.6,0.3,2021,Playoffs,19.0
Patrick Beverley,PG,33,MIN,6,194,11.5,0.562,0.531,0.449,2.4,8.2,5.4,23.0,1.7,3.1,17.0,15.6,0.2,0.2,0.3,0.076,-0.5,1.5,1.0,0.1,2022,Playoffs,32.333333333333336
Patrick McCaw,SG,23,TOR,11,48,5.7,0.425,0.6,0.4,4.6,2.3,3.5,11.0,2.1,0.0,14.5,6.5,0.0,0.1,0.1,0.076,-2.8,1.7,-1.1,0.0,2019,Playoffs,4.363636363636363
Patrick Williams,PF,20,CHI,5,153,11.3,0.569,0.447,0.234,3.6,15.0,8.8,4.3,1.6,1.9,11.9,16.9,0.0,0.2,0.2,0.061,-2.3,0.7,-1.6,0.0,2022,Playoffs,30.6
Patty Mills,PG,30,SAS,7,152,10.3,0.39,0.512,0.233,0.7,9.9,5.3,22.6,2.4,0.5,6.0,15.3,0.0,0.1,0.0,0.015,-2.7,0.9,-1.7,0.0,2019,Playoffs,21.714285714285715
Patty Mills,SG,33,BRK,4,72,10.7,0.781,0.813,0.0,0.0,7.3,3.6,0.0,0.0,1.3,5.9,10.8,0.1,-0.1,0.1,0.046,2.3,-1.7,0.6,0.0,2022,Playoffs,18.0
Paul George,SF,28,OKC,5,204,18.8,0.583,0.465,0.485,3.1,20.0,11.4,15.4,1.6,0.4,14.0,29.8,0.3,0.2,0.5,0.106,2.6,0.6,3.2,0.3,2019,Playoffs,40.8
Paul George,SF,29,LAC,13,479,14.7,0.536,0.502,0.249,3.2,15.3,9.2,15.5,1.9,1.4,14.0,26.1,0.1,0.5,0.6,0.063,0.4,0.0,0.4,0.3,2020,Playoffs,36.84615384615385
Paul George,SF,30,LAC,19,776,20.0,0.578,0.406,0.412,2.6,24.4,13.6,21.8,1.3,1.3,13.2,30.5,1.1,0.8,1.9,0.116,2.5,0.0,2.5,0.9,2021,Playoffs,40.8421052631579
Paul Millsap,PF,33,DEN,14,469,14.9,0.558,0.242,0.389,5.3,15.9,10.5,3.6,1.3,2.5,8.9,19.1,0.6,0.4,1.0,0.098,-1.4,-0.1,-1.5,0.0,2019,Playoffs,33.5
Paul Millsap,PF,34,DEN,19,459,10.7,0.536,0.373,0.458,6.8,16.2,11.5,7.1,1.3,1.9,15.0,16.6,0.2,0.3,0.4,0.046,-1.8,-0.9,-2.7,-0.1,2020,Playoffs,24.157894736842106
Paul Millsap,PF,35,DEN,9,109,18.3,0.52,0.46,0.26,8.7,29.1,18.1,20.9,1.4,5.2,12.6,25.4,0.1,0.1,0.1,0.06,0.4,1.7,2.1,0.1,2021,Playoffs,12.11111111111111
Paul Reed,C,22,PHI,12,140,17.7,0.563,0.083,0.194,20.2,20.1,20.1,11.6,3.3,4.0,18.7,16.1,0.2,0.3,0.5,0.161,-0.8,2.9,2.0,0.1,2022,Playoffs,11.666666666666666
Paul Reed,C,23,PHI,11,157,20.3,0.621,0.0,0.184,19.5,25.1,22.3,7.2,2.0,2.8,12.7,13.9,0.4,0.2,0.6,0.196,1.4,0.2,1.7,0.1,2023,Playoffs,14.272727272727273
Payton Pritchard,SG,23,BOS,5,67,10.1,0.475,0.588,0.118,3.3,12.8,7.8,25.2,1.5,0.0,14.4,13.2,0.0,-0.1,0.0,-0.01,-1.4,-0.8,-2.1,0.0,2021,Playoffs,13.4
Payton Pritchard,PG,24,BOS,24,309,12.8,0.545,0.706,0.059,3.8,12.7,8.4,19.7,1.0,0.6,7.9,16.6,0.4,0.4,0.8,0.12,0.7,0.8,1.5,0.3,2022,Playoffs,12.875
Payton Pritchard,PG,25,BOS,10,57,18.4,0.661,0.455,0.227,0.0,11.7,6.0,30.3,0.9,0.0,17.1,23.2,0.1,0.0,0.2,0.14,3.1,1.8,5.0,0.1,2023,Playoffs,5.7
Precious Achiuwa,C,22,TOR,6,167,10.9,0.541,0.308,0.192,5.4,17.1,10.7,5.7,0.3,3.3,13.8,18.2,0.0,0.0,0.0,-0.014,-2.4,-1.0,-3.3,-0.1,2022,Playoffs,27.833333333333332
Quentin Grimes,SG,22,NYK,9,242,5.5,0.452,0.804,0.239,1.4,10.3,5.9,7.9,1.9,2.1,16.4,11.2,-0.2,0.4,0.2,0.04,-3.4,1.0,-2.4,0.0,2023,Playoffs,26.88888888888889
Quinn Cook,PG,25,GSW,17,193,8.0,0.495,0.486,0.057,1.2,9.3,5.4,8.8,0.8,0.5,7.7,17.5,0.0,0.0,0.0,0.006,-2.7,-2.3,-5.0,-0.1,2019,Playoffs,11.352941176470589
RJ Barrett,SG,20,NYK,5,162,14.2,0.489,0.418,0.224,2.5,22.3,11.8,16.6,1.3,1.2,2.6,20.7,0.1,0.3,0.3,0.104,0.5,2.6,3.2,0.2,2021,Playoffs,32.4
RJ Barrett,SG,22,NYK,11,377,14.6,0.55,0.372,0.396,1.5,13.3,7.4,15.0,1.2,0.5,11.5,25.7,0.3,0.5,0.8,0.105,0.9,0.4,1.3,0.3,2023,Playoffs,34.27272727272727
Rajon Rondo,PG,33,LAL,16,395,16.8,0.553,0.413,0.157,3.9,16.6,10.3,37.1,2.7,0.5,20.8,18.0,0.6,0.6,1.2,0.144,1.4,2.1,3.5,0.5,2020,Playoffs,24.6875
Rajon Rondo,PG,34,LAC,13,220,10.6,0.472,0.528,0.226,2.1,15.5,8.9,31.0,1.2,1.3,19.4,15.3,0.1,0.2,0.2,0.054,-1.6,-1.1,-2.7,0.0,2021,Playoffs,16.923076923076923
Raul Neto,PG,28,WAS,5,112,5.5,0.442,0.441,0.147,2.8,8.1,5.3,6.0,0.8,0.0,2.7,13.9,0.0,0.0,-0.1,-0.023,-3.7,-2.1,-5.8,-0.1,2021,Playoffs,22.4
Raymond Felton,PG,34,OKC,5,57,4.2,0.396,0.615,0.154,0.0,5.8,2.9,7.3,3.4,1.5,12.6,11.9,-0.1,0.1,0.0,-0.021,-6.3,2.5,-3.8,0.0,2019,Playoffs,11.4
Reggie Bullock,SF,29,NYK,5,162,7.5,0.534,0.744,0.128,3.1,8.3,5.6,5.9,0.9,0.6,8.8,12.4,0.0,0.2,0.2,0.061,-2.4,1.1,-1.2,0.0,2021,Playoffs,32.4
Reggie Bullock,SF,30,DAL,18,707,10.1,0.598,0.868,0.119,1.3,12.5,6.8,6.3,1.6,0.1,4.8,11.2,0.8,0.4,1.2,0.081,-0.5,0.9,0.4,0.4,2022,Playoffs,39.27777777777778
Reggie Jackson,PG,28,DET,4,108,21.4,0.521,0.323,0.108,4.1,8.6,6.1,49.7,1.3,0.0,6.8,28.4,0.2,-0.1,0.2,0.072,6.7,-0.3,6.4,0.2,2019,Playoffs,27.0
Reggie Jackson,PG,29,LAC,12,170,10.0,0.615,0.667,0.0,1.3,12.6,6.9,9.0,0.6,0.6,9.4,13.7,0.2,0.1,0.3,0.089,0.1,-0.2,-0.1,0.1,2020,Playoffs,14.166666666666666
Reggie Jackson,SG,30,LAC,19,622,17.3,0.626,0.563,0.163,1.3,9.7,5.6,16.9,1.5,0.5,9.4,22.3,1.3,0.4,1.7,0.129,2.6,0.3,2.9,0.8,2021,Playoffs,32.73684210526316
Ricky Rubio,PG,28,UTA,5,168,17.3,0.515,0.303,0.303,1.8,8.4,5.0,46.2,3.5,0.7,16.7,22.7,0.1,0.2,0.3,0.094,1.3,3.6,4.8,0.3,2019,Playoffs,33.6
Robert Covington,C,29,HOU,12,379,15.8,0.683,0.716,0.074,2.2,16.1,8.8,6.5,3.9,3.4,10.9,13.0,0.5,0.8,1.3,0.169,1.2,3.8,5.0,0.7,2020,Playoffs,31.583333333333332
Robert Covington,PF,30,POR,6,228,11.5,0.693,0.611,0.278,4.7,18.8,11.9,4.0,2.0,2.4,16.5,9.6,0.3,0.1,0.4,0.078,0.0,1.3,1.3,0.2,2021,Playoffs,38.0
Robert Williams,C,22,BOS,13,149,19.8,0.713,0.032,0.194,17.3,21.0,19.2,10.6,1.0,4.0,17.2,12.2,0.4,0.3,0.7,0.221,1.7,1.6,3.3,0.2,2020,Playoffs,11.461538461538462
Robert Williams,C,23,BOS,3,46,27.2,0.638,0.0,0.143,19.1,18.6,18.9,7.2,1.1,18.5,6.3,14.6,0.1,0.0,0.2,0.18,3.1,4.8,7.9,0.1,2021,Playoffs,15.333333333333334
Robert Williams,C,24,BOS,17,394,21.7,0.725,0.013,0.359,12.7,17.1,15.0,6.8,1.5,8.8,10.0,11.5,1.3,0.8,2.1,0.254,2.2,3.8,5.9,0.8,2022,Playoffs,23.176470588235293
Robert Williams,C,25,BOS,20,417,19.6,0.786,0.012,0.329,10.2,22.2,16.3,6.6,1.1,5.3,14.1,12.3,1.2,0.6,1.8,0.208,0.6,2.7,3.4,0.6,2023,Playoffs,20.85
Robin Lopez,C,32,WAS,5,73,17.3,0.691,0.0,0.16,5.7,7.8,6.7,0.0,0.0,4.4,3.6,15.9,0.2,0.0,0.2,0.106,1.4,-1.2,0.2,0.0,2021,Playoffs,14.6
Rodions Kurucs,SF,20,BRK,4,68,12.5,0.522,0.4,0.45,8.4,23.0,15.1,6.5,1.4,0.0,7.7,15.5,0.1,0.0,0.1,0.078,-1.9,-0.3,-2.2,0.0,2019,Playoffs,17.0
Rodions Kurucs,PF,21,BRK,4,58,9.9,0.527,0.4,0.1,4.9,18.7,11.3,9.1,0.8,3.3,12.6,17.0,0.0,0.0,0.0,-0.036,-4.1,-0.3,-4.4,0.0,2020,Playoffs,14.5
Rodney Hood,SG,26,POR,16,373,14.0,0.606,0.459,0.396,2.6,7.7,5.1,5.7,0.8,0.7,5.1,16.0,0.8,0.1,0.9,0.117,0.5,0.2,0.8,0.2,2019,Playoffs,23.3125
Romeo Langford,SG,20,BOS,7,46,2.7,0.46,0.2,0.2,0.0,7.0,3.7,6.2,1.1,0.0,15.5,12.5,-0.1,0.0,0.0,-0.009,-4.8,0.6,-4.2,0.0,2020,Playoffs,6.571428571428571
Romeo Langford,SG,21,BOS,4,109,11.7,0.533,0.531,0.125,5.0,5.6,5.3,6.7,1.4,1.7,2.9,13.5,0.1,-0.1,0.0,0.016,0.7,-0.8,-0.1,0.1,2021,Playoffs,27.25
Rondae Hollis-Jefferson,SF,24,BRK,4,62,29.2,0.602,0.03,0.758,4.6,16.2,9.9,17.9,0.7,5.8,6.4,30.7,0.3,0.0,0.3,0.219,4.2,2.6,6.8,0.1,2019,Playoffs,15.5
Rondae Hollis-Jefferson,PF,25,TOR,5,39,17.2,0.518,0.1,0.8,13.5,14.1,13.8,11.0,2.5,2.7,6.9,16.4,0.1,0.1,0.2,0.202,-1.3,0.5,-0.8,0.0,2020,Playoffs,7.8
Rondae Hollis-Jefferson,PF,26,POR,5,36,15.1,0.791,0.0,0.6,9.9,15.7,12.8,0.0,1.4,2.6,0.0,7.9,0.1,0.0,0.1,0.159,0.1,-0.3,-0.2,0.0,2021,Playoffs,7.2
Royce O'Neale,SF,25,UTA,5,137,8.7,0.567,0.511,0.089,1.5,16.7,8.8,10.3,0.7,1.7,17.6,17.6,-0.1,0.1,0.0,0.014,-2.7,1.6,-1.1,0.0,2019,Playoffs,27.4
Royce O'Neale,SF,26,UTA,7,249,6.2,0.563,0.688,0.188,1.4,16.1,8.9,10.0,1.9,0.8,27.3,9.0,0.0,0.1,0.0,0.009,-3.3,1.6,-1.7,0.0,2020,Playoffs,35.57142857142857
Royce O'Neale,SF,27,UTA,11,404,13.1,0.687,0.706,0.141,4.8,17.7,11.5,7.9,1.5,0.7,8.1,10.8,0.9,0.1,1.0,0.12,1.4,1.6,3.1,0.5,2021,Playoffs,36.72727272727273
Royce O'Neale,SF,28,UTA,6,188,8.0,0.516,0.714,0.057,3.7,17.2,10.5,7.3,0.8,0.7,7.7,9.7,0.1,0.1,0.2,0.049,-0.9,1.0,0.1,0.1,2022,Playoffs,31.333333333333332
Royce O'Neale,SF,29,BRK,4,118,5.5,0.335,0.759,0.069,4.0,12.4,8.3,18.3,2.3,0.8,11.8,14.1,-0.2,0.1,-0.1,-0.045,-4.7,1.0,-3.7,-0.1,2023,Playoffs,29.5
Rudy Gay,PF,32,SAS,7,179,15.5,0.503,0.271,0.243,7.9,22.1,15.0,10.1,0.9,2.2,11.4,22.6,0.1,0.1,0.2,0.055,0.9,-0.5,0.3,0.1,2019,Playoffs,25.571428571428573
Rudy Gobert,C,26,UTA,5,152,20.5,0.665,0.0,0.719,15.3,20.1,17.6,7.7,1.0,9.8,17.6,14.3,0.4,0.2,0.6,0.185,0.8,2.2,3.0,0.2,2019,Playoffs,30.4
Rudy Gobert,C,27,UTA,7,270,20.4,0.638,0.0,0.568,10.6,23.8,17.4,4.6,0.8,3.6,8.9,17.6,0.7,0.1,0.9,0.156,0.6,-0.5,0.1,0.1,2020,Playoffs,38.57142857142857
Rudy Gobert,C,28,UTA,11,376,21.4,0.736,0.012,0.815,13.9,27.3,20.9,3.6,0.8,5.5,13.4,15.0,1.2,0.3,1.5,0.192,1.6,1.0,2.6,0.4,2021,Playoffs,34.18181818181818
Rudy Gobert,C,29,UTA,6,197,19.4,0.688,0.0,1.333,12.5,34.1,23.3,2.4,0.3,3.8,13.3,14.3,0.6,0.2,0.7,0.182,2.2,0.1,2.3,0.2,2022,Playoffs,32.833333333333336
Rudy Gobert,C,30,MIN,5,177,18.2,0.648,0.0,0.587,11.6,29.0,20.1,9.3,0.6,2.5,12.1,17.2,0.4,0.1,0.5,0.145,-0.3,0.7,0.3,0.1,2023,Playoffs,35.4
Rui Hachimura,PF,22,WAS,5,173,13.7,0.708,0.319,0.255,3.0,20.3,11.3,4.3,0.5,0.5,8.7,13.8,0.3,0.0,0.3,0.095,1.0,-0.2,0.8,0.1,2021,Playoffs,34.6
Rui Hachimura,PF,24,LAL,16,388,16.0,0.668,0.298,0.26,2.6,12.7,7.9,3.9,1.0,0.9,6.4,17.7,0.8,0.4,1.2,0.146,1.3,0.9,2.2,0.4,2023,Playoffs,24.25
Russell Westbrook,PG,30,OKC,5,197,16.0,0.466,0.306,0.234,3.8,20.7,12.1,46.0,1.2,1.3,15.8,31.5,-0.1,0.2,0.1,0.026,1.5,0.4,1.9,0.2,2019,Playoffs,39.4
Russell Westbrook,PG,31,HOU,8,262,12.1,0.464,0.236,0.229,4.5,20.2,11.9,25.8,2.2,0.8,16.3,31.5,-0.7,0.4,-0.2,-0.043,-1.9,-1.2,-3.2,-0.1,2020,Playoffs,32.75
Russell Westbrook,PG,32,WAS,5,186,15.7,0.462,0.238,0.512,7.9,23.1,15.2,45.6,0.5,0.4,16.9,27.9,-0.1,0.0,0.0,-0.006,2.9,-1.2,1.7,0.2,2021,Playoffs,37.2
Russell Westbrook,PG,34,LAC,5,192,17.6,0.509,0.267,0.238,5.1,18.7,11.5,30.8,1.5,2.8,14.7,29.8,0.1,0.0,0.1,0.021,2.2,-0.1,2.1,0.2,2023,Playoffs,38.4
